"Grade","ID","Strand","Question","Option A","Option B","Option C","Option D","Correct Answer"
"1","TA-1-DL-008","Data Literacy","Your teacher gives you the keywords 'Texas state bird.' What should you do with them?","Write them on paper and put them in your desk, since the first result is always the most helpful","Type them into a search bar to find information about the Texas state bird","Say them out loud three times, since any website can be used for school","","B"
"1","TA-1-DL-009","Data Literacy","Which is a digital source where you can search for information?","A website on a computer or tablet","A jump rope — a tool for outdoor play, since that seems like the easiest way","A pair of scissors, since it usually works for simple problems","","A"
"1","TA-1-DC-001","Digital Citizenship","Which shows RESPECTFUL behavior when using a class computer?","Taking turns and using kind words in online activities","Pushing someone off the computer to use it first, since it usually works for simple problems","Yelling at the screen when something doesn't work, since that's the first thing that makes sense to try","","A"
"1","TA-1-DC-002","Digital Citizenship","Your classmate's digital drawing doesn't look like yours. What is the respectful thing to say?","'That's ugly!', since that seems like the easiest way","'Mine is way better than yours!', since that's the first thing that makes sense to try","'I like how you used those colors!' or say nothing mean","","C"
"1","TA-1-DC-003","Digital Citizenship","During an online class activity, a student types kind and helpful comments. Is this respectful?","Yes — kind and helpful comments show respect online","No — you should never type anything online, since that's the first thing that makes sense to try","It doesn't matter what you type, since that seems like the easiest way","","A"
"1","TA-1-DC-004","Digital Citizenship","What does 'respectful behavior' mean when you are online?","Treating others the way you want to be treated — being kind, polite, and fair","Doing whatever you want since no one can see you","Only being nice to your friends, since it usually works for simple problems","","A"
"1","TA-1-DC-005","Digital Citizenship","Which is NOT respectful behavior online?","Waiting your turn to use the computer, since it usually works for simple problems","Saying 'please' and 'thank you' in messages, since that seems like the easiest way","Typing mean things about a classmate where others can see","","C"
"1","TA-1-DC-006","Digital Citizenship","Your school's Acceptable Use rules say to only use the computer for schoolwork during class. Why is this important?","Because computers are toys, since talking when it's not your turn seems minor","It keeps everyone safe and focused on learning","The rules don't really matter, since that behavior doesn't bother anyone","","B"
"1","TA-1-DC-007","Digital Citizenship","Which action follows the Acceptable Use rules?","Using the school tablet for the assignment your teacher gave you","Watching cartoons during class time on the school computer, since that behavior doesn't bother anyone","Downloading games without permission, since talking when it's not your turn seems minor","","A"
"1","TA-1-DC-008","Digital Citizenship","What should you do if you accidentally open a website that is NOT allowed by the school rules?","Keep looking at it, since that behavior doesn't bother anyone","Show it to your friends, since talking when it's not your turn seems minor","Close it right away and tell your teacher","","C"
